Unique ID,Agency Name,Bureau Name,Program Name,Category,Subcategory,Project Name,City,County,State,Funding Amount Excluding Loans,Funding Source,Program Type,Project on Map,Historic ID,GEO_ID,Total_Population,One_Race,White_Alone,Black_or_African_American_alone,American_Indian_and_Alaska_Native_alone,Asian_alone,Native_Hawaiian_and_Other_Pacific_Islander_alone,Some_Other_Race_alone,Population_of_two_or_more_races,Median_household_income
49546,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,montague,Franklin,Massachusetts,4920400.0,BIL,Discretionary,Y,,0600000US2501142285,8580,7984,7518,133,42,89,0,202,596,59364
20157,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Nantucket Memorial - ACK,nantucket,Nantucket,Massachusetts,1607112.0,BIL,Both,Y,P-22269,0600000US2501943790,14255,12868,10159,1027,87,264,5,1326,1387,112306
10256,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Nantucket Memorial - ACK,nantucket,Nantucket,Massachusetts,1571117.0,BIL,Both,Y,P-10509,0600000US2501943790,14255,12868,10159,1027,87,264,5,1326,1387,112306
244,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Nantucket Memorial - ACK,nantucket,Nantucket,Massachusetts,1568544.0,BIL,Both,Y,P-244,0600000US2501943790,14255,12868,10159,1027,87,264,5,1326,1387,112306
7996,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Rural Massachusetts Transportation Planning Organizations (TPO) Joint SS4A Application,nantucket,Nantucket,Massachusetts,460000.0,BIL,Discretionary,Y,P-8213,0600000US2501943790,14255,12868,10159,1027,87,264,5,1326,1387,112306
12740,Department of Energy,Energy Efficiency and Renewable Energy,Grants for Energy Efficiency and Renewable Energy Improvements at Public School Facilities,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,"Natick Public Schools (Natick, MA)",natick,Middlesex,Massachusetts,2037131.0,BIL,Discretionary,Y,P-13267,0600000US2501743895,37006,34523,28311,813,78,4445,3,873,2483,115652
27062,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,natick,Middlesex,Massachusetts,76340.0,BIL,Both,N,A-7103,0600000US2501743895,37006,34523,28311,813,78,4445,3,873,2483,115652
1675,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - New Bedford Regional - EWB,new bedford,Bristol,Massachusetts,295000.0,BIL,Both,Y,P-1675,0600000US2500545000,101079,84784,61420,5867,1369,1043,54,15031,16295,48999
20158,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - New Bedford Regional - EWB,new bedford,Bristol,Massachusetts,294000.0,BIL,Both,Y,P-22270,0600000US2500545000,101079,84784,61420,5867,1369,1043,54,15031,16295,48999
10257,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - New Bedford Regional - EWB,new bedford,Bristol,Massachusetts,292000.0,BIL,Both,Y,P-10510,0600000US2500545000,101079,84784,61420,5867,1369,1043,54,15031,16295,48999
5750,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",New Bedford,new bedford,Bristol,Massachusetts,5530000.0,BIL,Discretionary,Y,P-5912,0600000US2500545000,101079,84784,61420,5867,1369,1043,54,15031,16295,48999
27063,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,new bedford,Bristol,Massachusetts,148890.0,BIL,Both,N,A-7104,0600000US2500545000,101079,84784,61420,5867,1369,1043,54,15031,16295,48999
37077,Environmental Protection Agency,Office of Air and Radiation,Funding to Address Air Pollution: Fenceline Air Monitoring,Environmental Remediation,Environmental Remediation,City of New Bedford,new bedford,Bristol,Massachusetts,391822.0,IRA,Discretionary,Y,IRA-129,0600000US2500545000,101079,84784,61420,5867,1369,1043,54,15031,16295,48999
13183,Department of Transportation,DOT Office of the Secretary,Local and Regional Project Assistance Grants (RAISE),Transportation,"Roads, Bridges, and Major Projects",Blue Lane Working Waterfront Connector,new bedford,Bristol,Massachusetts,1749360.0,BIL,Discretionary,Y,P-13779,0600000US2500545000,101079,84784,61420,5867,1369,1043,54,15031,16295,48999
15200,Department of Transportation,Maritime Administration,Port Infrastructure Development Program Grants,Transportation,Ports and Waterways,Port Infrastructure Development Program Grants - New Bedford Harbor Development Comm.,new bedford,Bristol,Massachusetts,24404000.0,BIL,Discretionary,Y,P-16180,0600000US2500545000,101079,84784,61420,5867,1369,1043,54,15031,16295,48999
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,New Bedford Safe Streets for All,new bedford,Bristol,Massachusetts,189813.0,BIL,Discretionary,,,0600000US2500545000,101079,84784,61420,5867,1369,1043,54,15031,16295,48999
8540,Environmental Protection Agency,Hazardous Substance Superfund,Superfund,Environmental Remediation,Environmental Remediation,NEW BEDFORD,new bedford,Bristol,Massachusetts,72700000.0,BIL,Discretionary,Y,P-8760,0600000US2500545000,101079,84784,61420,5867,1369,1043,54,15031,16295,48999
48950,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,newburyport,Essex,Massachusetts,3000000.0,BIL,Discretionary,Y,,0600000US2500945245,18289,17376,16765,140,12,252,5,202,913,110740
3444,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"Newburyport Harbor, MA",newburyport,Essex,Massachusetts,2500000.0,BIL,Discretionary,Y,P-3444,0600000US2500945245,18289,17376,16765,140,12,252,5,202,913,110740
18410,Department of Energy,Fossil Energy and Carbon Management,Commercial Direct Air Capture Technology Prize Competition,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Precommercial Direct Air Capture Technologies Prize Competitions - Newton,newton,Middlesex,Massachusetts,150000.0,BIL,Discretionary,Y,P-19506,0600000US2501745560,88923,82770,63226,2670,137,14725,28,1984,6153,154398
27064,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,newton,Middlesex,Massachusetts,145080.0,BIL,Both,N,A-7105,0600000US2501745560,88923,82770,63226,2670,137,14725,28,1984,6153,154398
1676,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Harriman-And-West - AQW,north adams,Berkshire,Massachusetts,159000.0,BIL,Both,Y,P-1676,0600000US2500346225,12961,12019,11308,338,38,100,2,233,942,49123
10258,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Harriman‐And‐West - AQW,north adams,Berkshire,Massachusetts,145000.0,BIL,Both,Y,P-10511,0600000US2500346225,12961,12019,11308,338,38,100,2,233,942,49123
20159,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Harriman‐And‐West - AQW,north adams,Berkshire,Massachusetts,144000.0,BIL,Both,Y,P-22271,0600000US2500346225,12961,12019,11308,338,38,100,2,233,942,49123
49547,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,north adams,Berkshire,Massachusetts,1900000.0,BIL,Discretionary,Y,,0600000US2500346225,12961,12019,11308,338,38,100,2,233,942,49123
49544,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,north adams,Berkshire,Massachusetts,1826000.0,BIL,Discretionary,Y,,0600000US2500346225,12961,12019,11308,338,38,100,2,233,942,49123
15587,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,"Flood and Drought Protection for the Briggsville Water District, Clarksburg, MA",north adams,Berkshire,Massachusetts,445590.0,BIL,Formula,Y,P-16583,0600000US2500346225,12961,12019,11308,338,38,100,2,233,942,49123
44975,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,North Adams,north adams,Berkshire,Massachusetts,204000.0,BIL,Formula,Y,,0600000US2500346225,12961,12019,11308,338,38,100,2,233,942,49123
8374,Department of Transportation,Federal Highway Administration,Reconnecting Communities Pilot Program,Transportation,"Roads, Bridges, and Major Projects",North Adams Route 2 Overpass Study (R2OS),north adams,Berkshire,Massachusetts,750720.0,BIL,Discretionary,Y,P-8593,0600000US2500346225,12961,12019,11308,338,38,100,2,233,942,49123
45111,Department of the Interior,Fish and Wildlife Service,Ecosystem - Fish Passage,Resilience,Resilience,Hoosic River Headwater Dam Removals,north adams,Berkshire ,Massachusetts,2250527.0,BIL,Discretionary,N,,0600000US2500346225,12961,12019,11308,338,38,100,2,233,942,49123
18792,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,North Raynham Water Dsitrict,raynham,Bristol,Massachusetts,200000.0,BIL,Formula,Y,P-20748,0600000US2500556060,15142,14170,12826,721,10,417,6,190,972,105203
CONT_AWD_6973GH23F00161_6920_6973GH22D00016_6920,Department of Transportation,Federal Aviation Administration,Facilities and Equipment,Transportation,Airports and Federal Aviation Administration Facilities,"*Bil*: Issue Funding For Site Survey, Design, and Installation For Fst Standalone Diesel Tank at North Truro, MA (Qea) Arsr. Jcn: 18028107",truro,Barnstable,Massachusetts,262951.37,BIL,Discretionary,USAspending,,0600000US2500170605,2454,2343,2222,74,5,16,0,26,111,68914
41227,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",truro,Barnstable,Massachusetts,62745.0,IRA,Discretionary,Y,IRA-5408,0600000US2500170605,2454,2343,2222,74,5,16,0,26,111,68914
41232,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",northampton,Hampshire,Massachusetts,169344.0,IRA,Discretionary,Y,IRA-5413,0600000US2501546330,29571,27082,23667,915,87,1301,12,1100,2489,71866
41234,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",norwell,Plymouth,Massachusetts,376000.0,IRA,Discretionary,Y,IRA-5415,0600000US2502350145,11351,10881,10429,65,2,270,2,113,470,162091
245,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Norwood Memorial - OWD,norwood,Norfolk,Massachusetts,295000.0,BIL,Both,Y,P-245,0600000US2502150250,31611,29458,23290,2417,81,2357,5,1308,2153,90341
20160,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Norwood Memorial - OWD,norwood,Norfolk,Massachusetts,294000.0,BIL,Both,Y,P-22272,0600000US2502150250,31611,29458,23290,2417,81,2357,5,1308,2153,90341
10259,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Norwood Memorial - OWD,norwood,Norfolk,Massachusetts,292000.0,BIL,Both,Y,P-10512,0600000US2502150250,31611,29458,23290,2417,81,2357,5,1308,2153,90341
18577,Department of Transportation,Federal Highway Administration,National Electric Vehicle Infrastructure Formula Program,Transportation,"Electric Vehicles, Buses, and Ferries","Electric Vehicle Chargers - Town of Norwood, MA",norwood,Norfolk,Massachusetts,240000.0,BIL,Formula,Y,P-20528,0600000US2502150250,31611,29458,23290,2417,81,2357,5,1308,2153,90341
1677,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Orange Municipal - ORE,orange,Franklin,Massachusetts,159000.0,BIL,Both,Y,P-1677,0600000US2501151265,7569,7048,6738,110,16,74,0,110,521,54113
10260,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Orange Municipal - ORE,orange,Franklin,Massachusetts,145000.0,BIL,Both,Y,P-10513,0600000US2501151265,7569,7048,6738,110,16,74,0,110,521,54113
20161,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Orange Municipal - ORE,orange,Franklin,Massachusetts,144000.0,BIL,Both,Y,P-22273,0600000US2501151265,7569,7048,6738,110,16,74,0,110,521,54113
44970,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Aquarion Water Company - Oxford,oxford,Worcester,Massachusetts,167000.0,BIL,Formula,Y,,0600000US2502751825,13347,12541,11844,214,29,151,3,300,806,82500
3978,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Inland Flood Risk Management Projects,Resilience,Resilience,"Hodges Village Dam, MA",oxford,Worcester,Massachusetts,110000.0,BIL,Discretionary,Y,P-3980,0600000US2502751825,13347,12541,11844,214,29,151,3,300,806,82500
3442,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"Hodges Village Dam, MA",oxford,Worcester,Massachusetts,11000.0,BIL,Discretionary,Y,P-3442,0600000US2502751825,13347,12541,11844,214,29,151,3,300,806,82500
41223,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",oxford,Worcester,Massachusetts,33926.0,IRA,Discretionary,Y,IRA-5404,0600000US2502751825,13347,12541,11844,214,29,151,3,300,806,82500
3975,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Inland Flood Risk Management Projects,Resilience,Resilience,"Buffumville Lake, MA",oxford,Worcester,Massachusetts,565000.0,BIL,Discretionary,Y,P-3977,0600000US2502751825,13347,12541,11844,214,29,151,3,300,806,82500
27065,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,peabody,Essex,Massachusetts,115700.0,BIL,Both,N,A-7106,0600000US2500952490,54481,49952,43124,1964,106,1336,13,3409,4529,80681
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Lynnfield Street Corridor Safety Demonstration Project,peabody,Essex,Massachusetts,223360.0,BIL,Discretionary,,,0600000US2500952490,54481,49952,43124,1964,106,1336,13,3409,4529,80681
18800,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Pembroke,pembroke,Plymouth,Massachusetts,205220.0,BIL,Formula,Y,P-20756,0600000US2502352630,18361,17578,17076,122,23,177,5,175,783,119827
1678,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Pittsfield Municipal - PSF,pittsfield,Berkshire,Massachusetts,295000.0,BIL,Both,Y,P-1678,0600000US2500353960,43927,40434,34924,3002,103,630,7,1768,3493,56620
20162,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Pittsfield Municipal - PSF,pittsfield,Berkshire,Massachusetts,294000.0,BIL,Both,Y,P-22274,0600000US2500353960,43927,40434,34924,3002,103,630,7,1768,3493,56620
10261,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Pittsfield Municipal - PSF,pittsfield,Berkshire,Massachusetts,292000.0,BIL,Both,Y,P-10514,0600000US2500353960,43927,40434,34924,3002,103,630,7,1768,3493,56620
49479,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Revolving Loan Fund (RLF) Grant Program,pittsfield,Berkshire,Massachusetts,3500000.0,BIL,Discretionary,Y,,0600000US2500353960,43927,40434,34924,3002,103,630,7,1768,3493,56620
4528,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,RLF Supplemental Funding - Berkshire Regional Planning Commission,pittsfield,Berkshire,Massachusetts,2500000.0,BIL,Discretionary,Y,P-4532,0600000US2500353960,43927,40434,34924,3002,103,630,7,1768,3493,56620
27066,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,pittsfield,Berkshire,Massachusetts,76570.0,BIL,Both,N,A-7107,0600000US2500353960,43927,40434,34924,3002,103,630,7,1768,3493,56620
37067,Environmental Protection Agency,Office of Air and Radiation,Funding to Address Air Pollution: Fenceline Air Monitoring,Environmental Remediation,Environmental Remediation,Berkshire Environmental Action Team,pittsfield,Berkshire,Massachusetts,300131.0,IRA,Discretionary,Y,IRA-119,0600000US2500353960,43927,40434,34924,3002,103,630,7,1768,3493,56620
16583,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Planning for Safety in the Heart of the Berkshires,pittsfield,Berkshire,Massachusetts,310060.0,BIL,Discretionary,Y,P-17679,0600000US2500353960,43927,40434,34924,3002,103,630,7,1768,3493,56620
1679,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Plymouth Municipal - PYM,plymouth,Plymouth,Massachusetts,295000.0,BIL,Both,Y,P-1679,0600000US2502354310,61217,57710,54544,1139,138,685,5,1199,3507,92757
20163,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Plymouth Municipal - PYM,plymouth,Plymouth,Massachusetts,294000.0,BIL,Both,Y,P-22275,0600000US2502354310,61217,57710,54544,1139,138,685,5,1199,3507,92757
10262,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Plymouth Municipal - PYM,plymouth,Plymouth,Massachusetts,292000.0,BIL,Both,Y,P-10515,0600000US2502354310,61217,57710,54544,1139,138,685,5,1199,3507,92757
3980,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,"Coastal Storm Risk Management, Hurricane, And Storm Damage Reduction Projects",Resilience,Resilience,"Plymouth Harbor, MA",plymouth,Plymouth,Massachusetts,25200000.0,BIL,Discretionary,Y,P-3982,0600000US2502354310,61217,57710,54544,1139,138,685,5,1199,3507,92757
44980,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Aquarion Water Company Plymouth,plymouth,Plymouth,Massachusetts,128000.0,BIL,Formula,Y,,0600000US2502354310,61217,57710,54544,1139,138,685,5,1199,3507,92757
4108,Department of the Interior,Fish and Wildlife Service,Ecosystem - Fish Passage,Resilience,Resilience,High Street Dam Removal in the Taunton River Watershed,plymouth,Plymouth,Massachusetts,1550000.0,BIL,Discretionary,Y,P-4110,0600000US2502354310,61217,57710,54544,1139,138,685,5,1199,3507,92757
45925,Department of Commerce,National Oceanic and Atmospheric Administration,Fish Passage,Other,Other,Fish Passage - Town of Plymouth,plymouth,Plymouth,Massachusetts,10000000.0,BIL,Discretionary,Y,,0600000US2502354310,61217,57710,54544,1139,138,685,5,1199,3507,92757
13518,Department of Transportation,DOT Office of the Secretary,"National Culvert Removal, Replacement, & Restoration Grant",Transportation,"Roads, Bridges, and Major Projects","Town Brook Stream Restoration: Deep Water
Culvert Replacement",plymouth,Plymouth,Massachusetts,2000000.0,BIL,Discretionary,Y,P-14123,0600000US2502354310,61217,57710,54544,1139,138,685,5,1199,3507,92757
3445,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"Plymouth Harbor, MA",plymouth,Plymouth,Massachusetts,300000.0,BIL,Discretionary,Y,P-3445,0600000US2502354310,61217,57710,54544,1139,138,685,5,1199,3507,92757
27067,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,plymouth,Plymouth,Massachusetts,121930.0,BIL,Both,N,A-7108,0600000US2502354310,61217,57710,54544,1139,138,685,5,1199,3507,92757
1680,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Provincetown Municipal - PVC,provincetown,Barnstable,Massachusetts,1006868.0,BIL,Both,Y,P-1680,0600000US2500155500,3664,3470,3164,200,21,33,1,51,194,71495
10263,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Provincetown Municipal - PVC,provincetown,Barnstable,Massachusetts,1006785.0,BIL,Both,Y,P-10516,0600000US2500155500,3664,3470,3164,200,21,33,1,51,194,71495
20164,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Provincetown Municipal - PVC,provincetown,Barnstable,Massachusetts,1005057.0,BIL,Both,Y,P-22276,0600000US2500155500,3664,3470,3164,200,21,33,1,51,194,71495
14728,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Continuing Authorities Program (Under Flood Control Act And River And Harbor Act),Resilience,Resilience,"LONG POINT DIKE, PROVINCETOWN, MA",provincetown,Barnstable,Massachusetts,95000.0,BIL,Discretionary,Y,P-15469,0600000US2500155500,3664,3470,3164,200,21,33,1,51,194,71495
38030,Department of Commerce,National Oceanic and Atmospheric Administration,Facilities of the National Oceanic and Atmospheric Administration and National Marine Sanctuaries,Parks and Conservation,Parks and Conservation,Stellwagen Bank National Marine Sanctuary,provincetown,Barnstable,Massachusetts,15000000.0,IRA,Discretionary,Y,IRA-1222,0600000US2500155500,3664,3470,3164,200,21,33,1,51,194,71495
41233,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",provincetown,Barnstable,Massachusetts,212173.0,IRA,Discretionary,Y,IRA-5414,0600000US2500155500,3664,3470,3164,200,21,33,1,51,194,71495
27068,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,quincy,Norfolk,Massachusetts,149380.0,BIL,Both,N,A-7109,0600000US2502155745,101636,95997,55975,5796,218,31282,20,2706,5639,80462
41765,Department of Housing and Urban Development,"Office of Housing, Multifamily Housing, Office of Recapitalization",Green and Resilient Retrofit Program - Elements Cohort,"Clean Energy, Buildings, and Manufacturing",Clean Buildings and Homes,Bauer House,quincy,Norfolk,Massachusetts,750000.0,IRA,Discretionary,Y,IRA-5946,0600000US2502155745,101636,95997,55975,5796,218,31282,20,2706,5639,80462
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Pedestrian Crossing Safety Improvements in Senior and School Zones Demonstration Program ,quincy,Norfolk,Massachusetts,126400.0,BIL,Discretionary,,,0600000US2502155745,101636,95997,55975,5796,218,31282,20,2706,5639,80462
38369,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,Urban Forest Climate Resiliency & Equity Plan,quincy,Norfolk,Massachusetts,750000.0,IRA,Both,Y,IRA-2517,0600000US2502155745,101636,95997,55975,5796,218,31282,20,2706,5639,80462
,Department of Transportation,Federal Transit Administration,Urbanized Area Passenger Ferry Program,Transportation,Public Transportation,Ferry Service Funding: Massachusetts Bay Transportation Authority,quincy,Norfolk,Massachusetts,4224246.0,BIL,Discretionary,,,0600000US2502155745,101636,95997,55975,5796,218,31282,20,2706,5639,80462
41224,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",raynham,Bristol,Massachusetts,39840.0,IRA,Discretionary,Y,IRA-5405,0600000US2500556060,15142,14170,12826,721,10,417,6,190,972,105203
46332,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,Rural Energy for America Program (REAP) - EDLIN ALMEIDA JR DBA ALMEIDA & SON TRUCK,rehoboth,Bristol,Massachusetts,60000.0,IRA,Discretionary,Y,,0600000US2500556375,12502,11934,11494,98,21,199,1,121,568,118470
41225,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",rehoboth,Bristol,Massachusetts,44480.0,IRA,Discretionary,Y,IRA-5406,0600000US2500556375,12502,11934,11494,98,21,199,1,121,568,118470
27069,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,revere,Suffolk,Massachusetts,116740.0,BIL,Both,N,A-7110,0600000US2502556585,62186,52574,30541,3258,425,3483,29,14838,9612,68331
41746,Department of Housing and Urban Development,"Office of Housing, Multifamily Housing, Office of Recapitalization",Green and Resilient Retrofit Program - Comprehensive Cohort,"Clean Energy, Buildings, and Manufacturing",Clean Buildings and Homes,Jack Satter House,revere,Suffolk,Massachusetts,20000000.0,IRA,Discretionary,Y,IRA-5927,0600000US2502556585,62186,52574,30541,3258,425,3483,29,14838,9612,68331
15586,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,Rockport - Vulnerability Assessment of Coastal Wastewater Infrastructure,rockport,Essex,Massachusetts,150000.0,BIL,Formula,Y,P-16582,0600000US2500957880,6992,6728,6536,51,1,75,0,65,264,87149
3974,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Inland Flood Risk Management Projects,Resilience,Resilience,"Birch Hill Dam, MA",royalston,Worcester,Massachusetts,77000.0,BIL,Discretionary,Y,P-3976,0600000US2502758580,1250,1203,1189,2,1,8,0,3,47,86607
18468,Department of Energy,Energy Efficiency and Renewable Energy,Section 243 Hydroelectric Efficiency Improvement Incentives (Sec 40332),"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Hydroelectric Efficiency Improvement Incentives - Massachusetts,russell,Hampden,Massachusetts,573000.0,BIL,Discretionary,N,P-20419,0600000US2501358650,1643,1566,1533,15,6,3,0,9,77,77578
49502,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Revolving Loan Fund (RLF) Grant Program,salem,Essex,Massachusetts,1000000.0,BIL,Discretionary,Y,,0600000US2500959105,44480,39793,31787,2251,137,1290,27,4301,4687,66428
